hour,day_of_month,month,is_weekend,store_id,product_id,category,temperature,is_rainy,holiday,quantity,revenue
22,9,4,0,S03,P021,Snacks,31.7,0,0,6,15.12
22,9,4,0,S01,P007,Clothing,26.9,0,0,3,44.13
22,9,4,0,S03,P017,Beverage,34.5,0,0,6,8.7
22,9,4,0,S01,P018,Bakery,34.8,1,0,3,8.31
22,9,4,0,S03,P013,Accessories,30.0,1,0,3,334.11
22,9,4,0,S01,MILK,Dairy,30.4,0,0,8,10.56
22,9,4,0,S02,P029,Stationery,34.3,0,0,3,14.1
22,9,4,0,S02,P019,Dairy,27.7,0,0,1,12.86
22,9,4,0,S03,P016,Beverage,32.0,0,0,3,8.16
22,9,4,0,S03,P017,Beverage,30.0,0,0,5,8.15
22,9,4,0,S03,PEPSI,Beverage,31.7,1,0,7,9.45
22,9,4,0,S03,P019,Dairy,34.1,1,0,1,1.06
22,9,4,0,S01,P019,Dairy,35.1,0,0,3,2.64
22,9,4,0,S02,P006,Clothing,34.6,0,0,4,155.4
22,9,4,0,S03,P017,Beverage,30.2,0,0,8,16.32
22,9,4,0,S01,P019,Dairy,31.0,0,0,3,67.23
22,9,4,0,S03,BREAD,Bakery,31.2,0,0,6,6.78
22,9,4,0,S01,P011,Home,25.8,0,0,3,49.14
22,9,4,0,S03,P004,Electronics,35.8,0,0,3,81.75
22,9,4,0,S03,P018,Bakery,33.9,0,0,5,13.55
22,9,4,0,S02,P016,Beverage,33.7,0,0,4,9.88
22,9,4,0,S01,P020,Dairy,35.0,1,0,7,40.53
22,9,4,0,S01,P020,Dairy,30.7,0,0,4,14.44
22,9,4,0,S03,P021,Snacks,35.3,0,0,3,4.41
22,9,4,0,S01,P009,Home,30.4,0,0,3,169.17
22,9,4,0,S03,P020,Dairy,35.3,0,0,8,39.12
22,9,4,0,S02,P017,Beverage,30.5,0,0,3,6.24
22,9,4,0,S01,P011,Home,33.8,0,0,4,142.24
22,9,4,0,S03,P018,Bakery,32.6,1,0,6,19.26
22,9,4,0,S02,P008,Clothing,32.3,0,0,1,78.26
22,9,4,0,S02,P019,Dairy,29.7,0,0,1,1.24
22,9,4,0,S01,P020,Dairy,33.8,0,0,7,33.67
22,9,4,0,S01,P029,Stationery,31.4,0,0,1,3.82
22,9,4,0,S02,P017,Beverage,35.0,0,0,1,1.84
22,9,4,0,S02,PEPSI,Beverage,32.2,0,0,4,5.2
22,9,4,0,S03,PEPSI,Beverage,35.0,0,0,3,3.81
22,9,4,0,S03,COKE,Beverage,35.0,0,0,5,7.5
22,9,4,0,S01,P008,Clothing,34.9,0,0,3,213.54
22,9,4,0,S02,P014,Electronics,35.6,0,0,1,39.01
22,9,4,0,S01,P027,Sports,37.2,0,0,2,52.82
22,9,4,0,S02,P018,Bakery,34.7,0,0,7,21.28
22,9,4,0,S02,P016,Beverage,35.5,1,0,8,21.84
22,9,4,0,S03,MILK,Dairy,35.3,0,0,1,1.44
22,9,4,0,S01,BREAD,Bakery,31.9,0,0,8,8.8
22,9,4,0,S03,P020,Dairy,35.4,0,0,4,15.16
22,9,4,0,S01,BREAD,Bakery,34.4,0,0,8,11.92
22,9,4,0,S02,P002,Electronics,27.5,0,0,1,26.35
22,9,4,0,S03,P016,Beverage,35.5,0,0,1,1.94
22,9,4,0,S01,COKE,Beverage,30.3,0,0,8,13.6
22,9,4,0,S03,P030,Stationery,35.1,0,0,3,89.61
22,9,4,0,S03,P020,Dairy,31.7,0,0,1,6.21
22,9,4,0,S02,MILK,Dairy,35.0,0,0,1,1.89
22,9,4,0,S01,P019,Dairy,30.0,1,0,1,1.59
22,9,4,0,S02,P019,Dairy,34.5,0,0,4,3.68
22,9,4,0,S02,P031,Toys,33.3,0,0,4,24.96
22,9,4,0,S01,P019,Dairy,33.5,0,0,5,6.2
22,9,4,0,S01,P002,Electronics,33.9,0,0,2,74.7
22,9,4,0,S01,BREAD,Bakery,34.0,0,0,7,10.5
22,9,4,0,S01,P017,Beverage,37.0,0,0,1,24.9
22,9,4,0,S03,P024,Health & Beauty,35.1,0,0,1,49.7
22,9,4,0,S02,COKE,Beverage,30.5,0,0,2,3.26
22,9,4,0,S01,BREAD,Bakery,31.0,0,0,5,4.15
22,9,4,0,S03,P021,Snacks,34.3,0,0,5,9.2
22,9,4,0,S02,P006,Clothing,34.4,0,0,3,78.6
22,9,4,0,S02,MILK,Dairy,30.7,0,0,2,3.36
22,9,4,0,S02,P030,Stationery,33.8,0,0,4,155.16
22,9,4,0,S01,BREAD,Bakery,31.9,0,0,1,0.91
22,9,4,0,S03,MILK,Dairy,31.2,0,0,8,14.4
22,9,4,0,S01,P016,Beverage,32.7,0,0,4,7.96
22,9,4,0,S01,BREAD,Bakery,33.7,0,0,2,1.84
22,9,4,0,S01,P009,Home,30.4,0,0,1,18.35
22,9,4,0,S03,P016,Beverage,30.0,1,0,5,15.35
22,9,4,0,S01,P022,Snacks,31.7,0,0,5,15.45
22,9,4,0,S01,P010,Home,30.5,0,0,1,40.64
22,9,4,0,S02,P006,Clothing,32.5,0,0,2,33.54
21,9,4,0,S01,PEPSI,Beverage,31.6,0,0,4,4.8
21,9,4,0,S02,P014,Electronics,34.0,0,0,2,72.96
21,9,4,0,S01,COKE,Beverage,34.6,0,0,7,12.04
21,9,4,0,S03,P016,Beverage,31.5,1,0,5,10.6
21,9,4,0,S01,P019,Dairy,31.9,0,0,2,3.1
21,9,4,0,S03,P030,Stationery,32.0,0,0,1,11.22
21,9,4,0,S03,COKE,Beverage,34.9,0,0,4,6.4
21,9,4,0,S03,P016,Beverage,34.7,0,0,7,15.33
21,9,4,0,S03,P016,Beverage,34.1,0,0,8,18.96
21,9,4,0,S03,P021,Snacks,34.4,1,0,6,15.6
21,9,4,0,S03,COKE,Beverage,32.0,0,0,1,1.71
21,9,4,0,S01,P028,Sports,33.4,0,0,3,144.06
21,9,4,0,S03,PEPSI,Beverage,33.5,0,0,8,11.92
21,9,4,0,S03,P012,Accessories,29.0,0,0,4,196.48
21,9,4,0,S02,P020,Dairy,33.2,1,0,5,21.0
21,9,4,0,S01,P021,Snacks,31.2,0,0,4,10.16
21,9,4,0,S01,P006,Clothing,25.5,0,0,4,78.4
21,9,4,0,S02,P019,Dairy,29.9,0,0,1,1.26
21,9,4,0,S02,P014,Electronics,36.8,0,0,3,53.04
21,9,4,0,S01,BREAD,Bakery,30.0,0,0,7,10.43
21,9,4,0,S02,P019,Dairy,32.1,0,0,8,10.64
21,9,4,0,S03,P019,Dairy,29.6,0,0,5,4.65
21,9,4,0,S01,P018,Bakery,32.5,1,0,4,17.0
21,9,4,0,S03,P018,Bakery,31.3,1,0,6,18.12
21,9,4,0,S01,P023,Snacks,32.5,0,0,7,16.17
21,9,4,0,S02,PEPSI,Beverage,32.7,1,0,5,5.95
21,9,4,0,S02,P016,Beverage,34.7,1,0,5,14.6
21,9,4,0,S01,MILK,Dairy,33.9,0,0,7,9.87
21,9,4,0,S02,P018,Bakery,33.3,1,0,7,23.38
21,9,4,0,S03,P016,Beverage,36.7,0,0,3,119.52
21,9,4,0,S01,MILK,Dairy,32.4,0,0,3,4.53
21,9,4,0,S02,P023,Snacks,26.2,0,0,1,23.56
21,9,4,0,S01,BREAD,Bakery,33.5,0,0,1,1.42
21,9,4,0,S01,P018,Bakery,31.9,1,0,7,27.23
21,9,4,0,S03,COKE,Beverage,33.7,0,0,8,11.52
21,9,4,0,S02,P012,Accessories,25.2,0,0,2,73.86
21,9,4,0,S02,P005,Electronics,35.8,0,0,1,28.01
21,9,4,0,S01,P007,Clothing,35.2,0,0,2,125.84
21,9,4,0,S02,P003,Electronics,31.2,0,0,2,222.66
21,9,4,0,S02,P017,Beverage,30.7,0,0,7,11.69
21,9,4,0,S02,BREAD,Bakery,31.8,1,0,5,4.3
21,9,4,0,S03,P012,Accessories,30.2,0,0,4,186.68
21,9,4,0,S02,P016,Beverage,36.5,0,0,3,76.05
21,9,4,0,S02,P013,Accessories,31.6,0,0,4,654.2
21,9,4,0,S03,P016,Beverage,32.1,0,0,8,17.04
21,9,4,0,S02,P006,Clothing,31.1,1,0,4,155.48
21,9,4,0,S02,P020,Dairy,34.7,0,0,8,29.44
21,9,4,0,S01,P010,Home,33.7,1,0,3,151.02
21,9,4,0,S01,BREAD,Bakery,32.8,0,0,1,1.18
21,9,4,0,S02,P016,Beverage,34.8,0,0,1,3.05
21,9,4,0,S01,PEPSI,Beverage,35.0,0,0,4,5.12
21,9,4,0,S03,MILK,Dairy,34.0,0,0,1,1.42
21,9,4,0,S03,P019,Dairy,30.5,0,0,3,2.67
21,9,4,0,S03,P017,Beverage,33.1,0,0,3,6.57
21,9,4,0,S03,P008,Clothing,32.7,0,0,1,14.52
21,9,4,0,S01,P013,Accessories,31.8,0,0,3,331.5
21,9,4,0,S03,P014,Electronics,25.3,0,0,2,22.06
21,9,4,0,S02,P018,Bakery,29.9,0,0,6,21.0
21,9,4,0,S03,P007,Clothing,34.1,0,0,3,122.94
21,9,4,0,S01,P028,Sports,27.3,0,0,3,63.18
21,9,4,0,S02,MILK,Dairy,34.8,0,0,1,1.51
21,9,4,0,S03,P017,Beverage,34.6,0,0,8,14.4
21,9,4,0,S03,P020,Dairy,33.3,0,0,2,11.62
21,9,4,0,S02,MILK,Dairy,32.8,1,0,5,7.9
21,9,4,0,S01,P010,Home,32.0,0,0,3,132.12
21,9,4,0,S02,P016,Beverage,31.8,0,0,8,18.08
21,9,4,0,S01,P018,Bakery,34.5,0,0,1,3.86
21,9,4,0,S02,MILK,Dairy,30.7,0,0,3,4.71
21,9,4,0,S03,P002,Electronics,33.3,0,0,4,137.08
21,9,4,0,S02,P028,Sports,26.4,0,0,2,45.9
21,9,4,0,S01,P006,Clothing,25.3,0,0,1,22.18
21,9,4,0,S02,P003,Electronics,33.0,0,0,3,69.27
21,9,4,0,S02,BREAD,Bakery,30.5,0,0,7,9.24
21,9,4,0,S01,P020,Dairy,32.3,0,0,4,23.12
21,9,4,0,S02,P016,Beverage,30.5,1,0,3,6.36
21,9,4,0,S01,P026,Health & Beauty,26.0,0,0,2,33.84
21,9,4,0,S01,P018,Bakery,30.3,0,0,7,24.99
21,9,4,0,S01,P018,Bakery,32.6,0,0,4,12.28
21,9,4,0,S02,MILK,Dairy,29.6,0,0,5,8.1
21,9,4,0,S03,P020,Dairy,31.9,1,0,3,18.57
21,9,4,0,S02,P019,Dairy,35.9,0,0,4,115.44
21,9,4,0,S03,P016,Beverage,31.7,0,0,6,11.7
21,9,4,0,S03,P026,Health & Beauty,37.3,0,0,1,41.96
21,9,4,0,S01,P022,Snacks,31.0,0,0,6,22.44
21,9,4,0,S02,P024,Health & Beauty,33.3,0,0,4,58.2
21,9,4,0,S01,MILK,Dairy,31.6,0,0,2,3.26
21,9,4,0,S01,COKE,Beverage,33.4,0,0,2,2.56
21,9,4,0,S01,P020,Dairy,31.6,1,0,8,31.12
21,9,4,0,S01,BREAD,Bakery,31.5,1,0,8,8.0
21,9,4,0,S03,P016,Beverage,36.7,0,0,2,87.44
21,9,4,0,S03,MILK,Dairy,31.4,0,0,4,6.24
21,9,4,0,S03,COKE,Beverage,31.8,0,0,6,9.96
21,9,4,0,S03,P019,Dairy,33.5,0,0,5,5.5
21,9,4,0,S02,P007,Clothing,31.0,0,0,3,80.25
21,9,4,0,S01,COKE,Beverage,35.2,0,0,6,8.94
21,9,4,0,S03,COKE,Beverage,30.0,0,0,8,12.32
21,9,4,0,S01,BREAD,Bakery,34.8,0,0,7,10.08
21,9,4,0,S01,P006,Clothing,31.9,0,0,4,92.4
21,9,4,0,S02,MILK,Dairy,35.5,1,0,4,7.56
21,9,4,0,S03,PEPSI,Beverage,32.7,0,0,5,5.65
21,9,4,0,S01,COKE,Beverage,30.6,0,0,8,9.84
21,9,4,0,S01,P016,Beverage,32.5,0,0,7,17.29
21,9,4,0,S03,P031,Toys,35.1,0,0,3,67.65
21,9,4,0,S01,PEPSI,Beverage,32.4,1,0,6,7.26
21,9,4,0,S03,P016,Beverage,33.5,0,0,1,2.3
21,9,4,0,S01,P011,Home,30.2,0,0,4,157.84
21,9,4,0,S01,P018,Bakery,29.7,0,0,8,34.4
21,9,4,0,S02,BREAD,Bakery,35.3,0,0,7,6.65
21,9,4,0,S01,P028,Sports,36.9,0,0,1,40.94
21,9,4,0,S01,BREAD,Bakery,31.9,0,0,6,7.44
21,9,4,0,S02,P020,Dairy,29.8,0,0,8,41.92
21,9,4,0,S03,P018,Bakery,32.4,0,0,6,22.86
21,9,4,0,S03,P005,Electronics,32.6,0,0,4,53.36
21,9,4,0,S02,P019,Dairy,32.7,0,0,2,2.88
21,9,4,0,S02,P031,Toys,33.4,0,0,1,6.82
21,9,4,0,S03,MILK,Dairy,33.1,1,0,1,1.56
21,9,4,0,S03,BREAD,Bakery,30.5,0,0,5,5.0
21,9,4,0,S01,P017,Beverage,33.2,0,0,2,2.88
21,9,4,0,S01,P001,Electronics,28.0,0,0,3,31.17
21,9,4,0,S03,MILK,Dairy,34.5,0,0,3,5.31
21,9,4,0,S01,P024,Health & Beauty,33.6,1,0,2,29.52
21,9,4,0,S01,PEPSI,Beverage,30.1,1,0,5,8.4
21,9,4,0,S03,P019,Dairy,33.2,0,0,6,6.84
21,9,4,0,S03,P008,Clothing,30.5,0,0,2,162.84
21,9,4,0,S03,P019,Dairy,34.4,0,0,4,3.44
21,9,4,0,S01,P020,Dairy,33.4,0,0,7,31.99
21,9,4,0,S03,P016,Beverage,34.3,0,0,2,5.48
21,9,4,0,S01,MILK,Dairy,30.4,0,0,7,9.17
21,9,4,0,S01,BREAD,Bakery,31.3,1,0,8,9.68
21,9,4,0,S02,P007,Clothing,31.6,0,0,1,33.71
21,9,4,0,S02,P016,Beverage,33.9,0,0,4,12.2
21,9,4,0,S02,P012,Accessories,34.1,0,0,1,62.53
21,9,4,0,S02,P011,Home,34.7,0,0,2,28.36
21,9,4,0,S03,P006,Clothing,34.5,0,0,1,31.06
21,9,4,0,S01,P007,Clothing,34.2,0,0,3,140.01
21,9,4,0,S01,P017,Beverage,30.1,1,0,3,4.53
21,9,4,0,S01,P017,Beverage,34.6,0,0,7,12.53
21,9,4,0,S02,BREAD,Bakery,32.6,0,0,8,9.2
21,9,4,0,S03,COKE,Beverage,33.3,0,0,2,3.24
21,9,4,0,S03,MILK,Dairy,33.1,0,0,4,6.64
21,9,4,0,S01,P013,Accessories,34.7,0,0,2,316.28
21,9,4,0,S01,P020,Dairy,35.4,0,0,5,30.75
21,9,4,0,S01,PEPSI,Beverage,30.1,1,0,1,1.39
21,9,4,0,S02,P012,Accessories,30.9,0,0,2,126.72
21,9,4,0,S03,P026,Health & Beauty,34.3,0,0,3,7.53
21,9,4,0,S02,COKE,Beverage,31.8,0,0,7,10.99
21,9,4,0,S03,P028,Sports,30.3,0,0,3,50.82
21,9,4,0,S01,P027,Sports,32.6,0,0,4,104.72
21,9,4,0,S01,P001,Electronics,33.1,0,0,1,1011.99
21,9,4,0,S03,PEPSI,Beverage,30.8,0,0,4,5.12
21,9,4,0,S02,P019,Dairy,31.7,1,0,2,1.78
21,9,4,0,S03,BREAD,Bakery,35.3,0,0,2,2.3
21,9,4,0,S02,P016,Beverage,34.6,1,0,2,5.7
21,9,4,0,S02,P020,Dairy,32.9,0,0,1,4.77
21,9,4,0,S01,P020,Dairy,34.8,1,0,4,15.96
21,9,4,0,S02,P017,Beverage,35.8,0,0,1,36.61
21,9,4,0,S01,P019,Dairy,27.3,0,0,2,65.4
21,9,4,0,S01,P030,Stationery,32.3,0,0,3,104.37
21,9,4,0,S02,P025,Health & Beauty,30.2,0,0,3,31.8
21,9,4,0,S02,PEPSI,Beverage,32.3,0,0,3,4.74
21,9,4,0,S01,P001,Electronics,33.4,0,0,1,1135.83
21,9,4,0,S02,MILK,Dairy,32.3,0,0,6,7.98
21,9,4,0,S01,P010,Home,30.0,0,0,1,55.86
21,9,4,0,S02,P019,Dairy,32.4,0,0,7,9.94
21,9,4,0,S03,PEPSI,Beverage,30.8,0,0,8,13.04
21,9,4,0,S01,P019,Dairy,32.3,0,0,5,4.05
21,9,4,0,S02,P025,Health & Beauty,29.1,0,0,1,32.23
21,9,4,0,S03,BREAD,Bakery,29.9,1,0,6,8.46
21,9,4,0,S03,MILK,Dairy,32.5,0,0,8,13.52
21,9,4,0,S02,P017,Beverage,31.9,1,0,3,5.01
21,9,4,0,S02,P020,Dairy,34.8,0,0,8,36.24
21,9,4,0,S03,P027,Sports,33.1,0,0,4,105.08
21,9,4,0,S01,P017,Beverage,30.1,1,0,3,3.72
21,9,4,0,S01,PEPSI,Beverage,33.2,1,0,1,1.36
21,9,4,0,S01,MILK,Dairy,31.1,0,0,5,8.45
21,9,4,0,S03,P015,Electronics,32.9,0,0,3,130.89
21,9,4,0,S02,P018,Bakery,32.2,0,0,2,7.72
21,9,4,0,S02,P009,Home,31.8,0,0,4,293.28
21,9,4,0,S01,BREAD,Bakery,34.0,0,0,8,11.52
21,9,4,0,S02,P016,Beverage,29.8,0,0,1,1.89
21,9,4,0,S01,PEPSI,Beverage,32.5,0,0,2,2.38
21,9,4,0,S03,P009,Home,31.4,0,0,1,99.48
21,9,4,0,S02,P016,Beverage,31.5,0,0,7,16.38
21,9,4,0,S03,P020,Dairy,33.6,0,0,5,24.9
21,9,4,0,S03,MILK,Dairy,35.0,0,0,1,1.43
21,9,4,0,S03,P029,Stationery,34.7,0,0,1,7.95
21,9,4,0,S01,P021,Snacks,30.8,0,0,2,74.1
